case_id,court_id,case_type,filed_date,disposed_date,status,reported_days
003866,10,Civil,12/09/2025,,Active ,
003792,04,YOUTH,26/07/2024,24/09/2024,Disposed,60
003401,02,Yth,29/04/2026,,Active ,
004484,02, Civil,06/08/2025,05/01/2026,disposed,152
004982,04,Criminal ,20/09/2024,06/07/2025,Disposed,289
001785,06,Fam,30/05/2026,,ACTIVE,
004392,03,Civil,17/10/2025,05/04/2026,disposed,170
001267,03,CRIMINAL,01/02/2026,,active,
003197,03, Family,17/03/2026,30/08/2026,Disposed,166
004909,01,civil,13/03/2025,13/05/2025,disposed,61
003896,03,Crim,16/02/2026,27/04/2026,Disposed,70
003493,04,Youth,26/02/2026,20/04/2026,Disposed,53
002042,09,CRIMINAL,24/04/2026,18/08/2026,disposed,116
002178,12,Criminal ,28/08/2024,16/03/2025,DISPOSED,200
002619,08,Criminal ,17/07/2024,13/09/2024,disposed,28
001072,02,youth,23/02/2025,28/05/2025,disposed,94
002521,11,Criminal ,09/06/2026,10/08/2026,disposed,62
003578,05,Family Court,09/09/2024,03/08/2025,disposed,328
003447,01,CIVIL,15/09/2025,17/12/2025,DISPOSED,93
001669,01,Criminal ,16/08/2025,20/07/2026,disposed,338
003585,03,Criminal,18/06/2026,,ACTIVE,
002097,06,Civil,15/03/2026,04/07/2026,Disposed,111
002676,01,Criminal ,01/06/2025,09/08/2025,DISPOSED,69
001455,10,Fam,26/04/2025,,Active,
001624,01,youth,29/11/2025,26/01/2026,Disposed,58
002603,01,criminal,09/08/2024,,Active,
003691,01,Criminal ,22/08/2025,26/11/2025,DISPOSED,-
002268,06,Criminal,01/02/2025,02/07/2025,disposed,151
001337,05,family,17/05/2026,11/07/2026,Disposed,55
003308,06,Youth,22/04/2026,07/07/2026,Disposed,76
002777,08,Yth,19/07/2024,17/10/2024,Disposed,90
001122,09,Criminal ,18/05/2025,18/07/2025,disposed,61
004522,05,CIVIL,13/05/2025,27/11/2025,disposed,198
002214,11,Youth ,20/05/2025,13/09/2025,Disposed,116
004502,10,family,15/11/2024,16/07/2025,disposed,243
003913,01,Criminal,15/04/2025,21/06/2025,DISPOSED,67
003782,05,CRIMINAL,10/10/2024,03/02/2026,Disposed,481
003438,03,CRIMINAL,13/05/2025,31/12/2025,Disposed,232
002113,12, Civil,28/06/2026,,active,
003919,06,FAMILY,04/05/2025,03/10/2025,disposed,152
002597,10,CIVIL,11/01/2025,03/07/2025,disposed,173
002136,06,CIVIL,02/02/2025,26/05/2025,DISPOSED,113
004763,09,Family,03/04/2026,,active,
004175,03,Criminal ,22/08/2024,15/12/2024,Disposed,115
004353,06,Criminal ,05/08/2024,15/03/2025,disposed,222
005050,09, Civil,09/06/2025,21/10/2025,Disposed,134
003191,07,Fam,27/12/2025,,Active,
002643,04,civil,13/04/2026,06/07/2026,Disposed,84
004636,03,Criminal ,24/06/2025,,Active,
002534,07,CRIMINAL,09/04/2025,10/09/2025,disposed,154
003604,12,civil,20/10/2025,22/06/2026,disposed,245
002971,02, Family,31/05/2025,19/11/2025,DISPOSED,172
001413,05, Family,24/06/2025,02/11/2025,Disposed,131
004138,10,Criminal ,05/09/2024,26/07/2024,disposed,133
001033,10,CIVIL,19/06/2025,19/08/2025,DISPOSED,61
003389,10,CRIMINAL,26/08/2024,02/11/2024,Disposed,68
003079,05,Crim,02/01/2026,,Active,
003928,12,Crim,14/10/2024,13/01/2025,Disposed,91
004236,11,criminal,04/07/2024,14/08/2024,DISPOSED,41
003502,05,CRIMINAL,23/11/2024,08/03/2025,disposed,N/A
003883,05,Family ,26/03/2026,28/07/2026,Disposed,124
004943,08,Criminal,03/09/2024,25/01/2025,disposed,144
001056,07,civil,08/04/2025,14/06/2026,Disposed,432
005015,11, Family,11/06/2025,04/06/2026,Disposed,358
004919,05,criminal,17/02/2026,19/06/2026,Disposed,122
003203,01,Family,07/07/2025,30/04/2026,disposed,297
003483,08,Crim,19/04/2026,,ACTIVE,
001867,05,Youth ,11/08/2025,12/02/2026,disposed,185
002767,08,Yth,19/06/2026,,Active,
004646,07,CIVIL,19/10/2024,30/12/2024,disposed,72 
002809,12,Criminal ,01/02/2025,31/05/2025,DISPOSED,119
001722,10,Family ,21/11/2024,26/01/2025,disposed,66
002826,11,Criminal,23/05/2026,,active,
004866,07,CRIMINAL,15/02/2026,,Active ,
002982,04,Crim,02/10/2025,02/06/2026,DISPOSED,243
002733,12, Civil,13/07/2025,04/02/2026,Disposed,206
002341,07,Criminal,27/07/2025,17/11/2025,Disposed,113
004552,06,Crim,23/04/2026,,Active,
003997,03,Crim,25/09/2024,26/03/2025,Disposed,182
002527,06,YOUTH,11/07/2024,20/11/2024,Disposed,132
001119,06,Criminal,06/11/2024,20/12/2024,Disposed,44
004649,07, Civil,03/06/2026,,ACTIVE,
004686,10,Yth,22/05/2025,09/09/2025,Disposed,110
003574,09,Criminal,25/08/2024,28/01/2025,disposed,156
003664,08,Yth,27/09/2024,29/07/2024,DISPOSED,132
002381,04, Family,09/11/2025,26/02/2026,Disposed,109
001604,12, Civil,30/01/2025,21/06/2025,Disposed,142
002697,07,criminal,10/05/2025,16/02/2026,disposed,282
002510,02,Criminal,15/07/2024,19/05/2024,Disposed,109
004849,02,civil,28/03/2026,29/06/2026,Disposed,93
002961,01,Civil,17/06/2025,13/09/2025,disposed,88
001650,11,Family Court,20/03/2025,11/07/2025,DISPOSED,113
002654,12,YOUTH,21/09/2025,26/10/2025,Disposed,35
004101,07,Yth,07/09/2025,10/11/2025,Disposed,64
005098,11,CRIMINAL,11/08/2025,15/01/2026,Disposed,157
004112,10,Family ,22/05/2025,07/07/2025,DISPOSED,46
001838,10, Civil,24/02/2025,29/07/2025,Disposed,155
003434,01,Criminal,13/01/2025,10/05/2025,Disposed,117
004480,02,criminal,26/07/2025,06/12/2025,DISPOSED,133
004117,05,civil,27/03/2025,16/09/2025,disposed,173
002162,09,civil,10/08/2024,17/02/2025,Disposed,191
002201,09,Civil,16/08/2024,08/05/2025,DISPOSED,265
002861,11,Fam,21/02/2026,30/06/2026,Disposed,129
003186,09,CRIMINAL,28/02/2026,25/06/2026,Disposed,117
003218,01,civil,10/04/2025,17/08/2025,DISPOSED,129
002089,04,civil,02/06/2026,,active,
001806,11, Civil,09/03/2026,27/06/2026,Disposed,110
004953,09,CIVIL,07/09/2025,19/11/2025,Disposed,73
004090,11,Youth ,07/06/2026,,ACTIVE,
004445,08,YOUTH,03/11/2025,01/03/2026,disposed,118
001146,02,Criminal,31/07/2025,,Active,
003551,03,Crim,12/03/2026,,Active ,
005125,05,Criminal ,15/09/2025,13/04/2026,disposed,210
004816,05,Family,20/08/2025,21/12/2025,Disposed,123
005001,08,Criminal,24/02/2025,27/06/2025,disposed,123
005088,08, Family,08/05/2025,07/06/2026,Disposed,395
003868,12,Family ,09/07/2025,28/06/2026,disposed,354
002516,12, Civil,09/10/2024,,ACTIVE,
003610,01,Civil,11/01/2025,02/04/2025,Disposed,81
004468,03,YOUTH,12/02/2026,04/05/2026,DISPOSED,81
003241,03,criminal,22/03/2025,21/08/2025,Disposed,152
004137,09,Criminal,17/07/2024,09/10/2024,disposed,54
001625,05,CRIMINAL,05/12/2024,12/04/2025,Disposed,128
004054,08,family,08/10/2025,20/02/2026,DISPOSED,135
004116,07,CRIMINAL,19/06/2026,27/08/2026,Disposed,69
001827,09,CRIMINAL,08/09/2025,18/02/2026,disposed,163
003227,02,Civil,25/07/2025,,Active,
004391,03,Youth,08/02/2026,,Active,
001350,04,CRIMINAL,29/09/2024,,ACTIVE,
001370,11,FAMILY,24/11/2025,04/03/2026,disposed,100
003990,01, Family,08/08/2024,12/06/2026,disposed,673
001600,05,CRIMINAL,30/10/2024,09/06/2025,Disposed,222
002282,11, Civil,01/10/2024,14/01/2025,disposed,105
001578,09,CRIMINAL,25/03/2025,26/06/2025,Disposed,93
004853,11,Civil,03/03/2025,10/07/2025,DISPOSED,129
001985,05,family,13/12/2025,29/04/2026,DISPOSED,137
003995,11, Civil,14/12/2025,22/06/2026,DISPOSED,190
002471,09,Youth ,23/04/2025,07/07/2026,DISPOSED,440
004679,02,criminal,17/10/2025,11/04/2026,Disposed,176
002418,12,Family,26/02/2026,10/07/2026,Disposed,134
003799,09,civil,11/03/2026,03/05/2026,Disposed,-
002256,07,Crim,29/03/2025,29/06/2025,disposed,92
004981,09,Family,15/10/2024,09/05/2025,DISPOSED,206
004584,02,civil,06/10/2025,19/01/2026,disposed,105
001872,01,CIVIL,29/01/2025,13/10/2025,disposed,257
003151,01,CRIMINAL,02/11/2024,,Active,
003592,09,criminal,25/11/2024,04/03/2025,Disposed,99
001791,03,Family,19/04/2026,09/07/2026,Disposed,81
003587,01,civil,28/04/2025,09/09/2025,Disposed,134
001569,10,Crim,03/01/2025,17/05/2025,DISPOSED,134
005007,07,Family,07/02/2026,,active,
002264,03,FAMILY,25/02/2026,,Active ,
003734,04,family,27/07/2025,13/04/2026,Disposed,260
004176,05,civil,22/05/2025,21/10/2025,disposed,152
001050,02,Family ,30/05/2026,,Active,
003486,10,Yth,21/12/2025,24/02/2026,DISPOSED,65
003945,04, Civil,30/05/2026,,active,
003313,06,Crim,25/11/2025,,active,
001726,11,Yth,15/02/2026,,Active,
002246,12,family,05/09/2025,11/02/2026,Disposed,159
002434,11,Criminal,03/04/2026,,Active ,
003900,06,Fam,12/05/2025,07/08/2025,DISPOSED,87
003633,05,CIVIL,11/05/2025,23/09/2025,disposed,135
004426,12,civil,27/09/2025,29/01/2026,Disposed,124
002522,09,Family,22/02/2025,23/12/2025,DISPOSED,304
002356,11,civil,16/10/2025,21/02/2026,DISPOSED,128
001976,04,criminal,25/06/2025,29/07/2025,DISPOSED,34
002618,06,CRIMINAL,21/03/2025,27/02/2026,disposed,343
001603,10,Family ,02/09/2024,18/12/2024,disposed,107
001452,08,YOUTH,23/11/2025,25/08/2026,Disposed,275
002998,12,Youth,17/07/2025,29/09/2025,DISPOSED,74
003786,12,Civil,27/05/2025,18/09/2025,DISPOSED,114
003049,12, Family,21/03/2025,19/04/2026,disposed,394
004218,12,Criminal ,23/05/2026,29/07/2026,DISPOSED,67
002219,03,Criminal,26/08/2025,10/11/2025,Disposed,76
004247,02,Youth ,18/08/2025,12/09/2025,disposed,25
001566,04,Criminal ,05/03/2025,19/08/2025,disposed,167
003774,01,YOUTH,09/04/2025,26/06/2025,Disposed,78
004086,04,Yth,20/02/2026,11/08/2026,DISPOSED,172
002642,02,youth,06/12/2024,02/01/2025,Disposed,27
001832,12,Criminal,19/11/2024,04/02/2025,DISPOSED,77
003860,07,Criminal,24/09/2025,07/05/2026,Disposed,225
002360,12,CIVIL,24/02/2026,,Active,
001973,10,Civil,09/06/2025,25/10/2025,Disposed,138
003225,12,Criminal,26/11/2025,09/02/2026,disposed,75
004542,02,CIVIL,04/07/2025,14/10/2025,Disposed,102
002244,05,Civil,29/05/2025,23/05/2026,Disposed,N/A
004073,10,YOUTH,29/06/2026,20/08/2026,Disposed,52
001899,10,CIVIL,06/03/2026,08/08/2026,disposed,155
004462,09,YOUTH,04/03/2025,05/08/2025,disposed,154
001968,10,Family ,14/10/2024,19/05/2025,Disposed,217
001504,11,Criminal ,23/02/2026,23/07/2026,Disposed,150
003611,02,Family,17/05/2025,27/07/2025,disposed,71
003783,12,CIVIL,22/07/2025,28/11/2025,disposed,129
004393,08,YOUTH,05/07/2025,20/01/2026,DISPOSED,199
001549,02, Family,07/06/2026,,ACTIVE,
002916,07,FAMILY,09/11/2024,24/01/2025,Disposed,76
004714,08,family,08/05/2026,,Active,
004489,07,Fam,04/07/2025,18/11/2025,DISPOSED,137
001488,03,Criminal,09/06/2025,15/11/2025,Disposed,159
004446,07,Criminal,08/02/2025,25/12/2025,DISPOSED,320
003035,07,Family,06/10/2025,31/03/2026,Disposed,176
002898,01, Civil,11/09/2025,30/04/2026,DISPOSED,  231  
002117,01,youth,01/04/2026,21/05/2026,Disposed,50
002087,03, Civil,27/06/2025,09/11/2025,DISPOSED,135
001725,05,Criminal ,26/08/2025,04/01/2026,DISPOSED,131
004546,11,Crim,31/08/2025,03/01/2026,disposed,125
003991,12,CRIMINAL,28/02/2025,30/11/2025,disposed,275
004379,04, Family,29/10/2024,06/01/2025,DISPOSED,  69  
003615,11,Family,31/12/2024,04/11/2025,DISPOSED,308
004136,10,CRIMINAL,03/11/2024,14/01/2025,disposed,72
004768,08, Family,11/08/2024,19/03/2025,disposed,N/A
004064,10,criminal,14/10/2025,27/01/2026,DISPOSED,105
002629,07,Youth ,08/03/2025,25/09/2025,Disposed,201 
002368,08,Crim,12/02/2025,23/03/2025,DISPOSED,39 
002856,05,Family Court,17/05/2026,,active,
002407,02,CRIMINAL,18/11/2024,21/01/2025,Disposed,64
004668,01,youth,11/02/2026,19/04/2026,DISPOSED,N/A
004340,05, Civil,20/11/2025,,Active,
003965,02,CIVIL,02/04/2026,03/07/2026,DISPOSED,92
001607,03,CIVIL,31/01/2025,28/01/2026,disposed,362
004736,07,civil,08/03/2025,01/10/2025,Disposed,-
005115,01,Crim,27/02/2025,20/05/2025,Disposed,82
004360,08,Criminal,02/07/2025,15/10/2025,Disposed,105
003729,03,criminal,07/05/2026,14/08/2026,DISPOSED,99
003503,07, Civil,14/10/2025,29/05/2026,Disposed,227
002914,09,Family Court,24/01/2025,09/05/2025,disposed,105
003043,12,criminal,05/07/2024,04/11/2024,DISPOSED,122
005194,12,Civil,10/04/2025,25/07/2025,Disposed,106
002756,09,FAMILY,22/08/2024,11/11/2024,disposed,81
004102,09,civil,05/12/2025,,Active ,
003918,09,Crim,10/03/2025,01/05/2025,Disposed,52
003561,10,civil,12/12/2024,08/03/2025,disposed,86
003936,07,criminal,01/01/2025,26/06/2025,Disposed,176
001141,09,Fam,21/06/2026,,Active,
003982,05,CRIMINAL,21/06/2025,,Active,
003684,09, Civil,28/04/2026,,Active,
003524,10,Civil,22/01/2025,01/07/2025,DISPOSED,160
003332,11, Civil,06/02/2025,17/01/2026,Disposed,345
003938,03,Fam,02/04/2026,03/08/2026,disposed,123
003448,03,Yth,26/03/2025,21/06/2025,disposed,87
004784,10,Criminal ,20/11/2025,15/01/2026,Disposed,56
001641,01,Family,27/06/2026,,ACTIVE,
001023,08,YOUTH,08/05/2025,04/10/2025,Disposed,149
003595,02,Youth,25/04/2026,23/06/2026,Disposed,59
001170,11,family,09/09/2024,25/10/2024,DISPOSED,46
003848,04,Criminal ,15/07/2025,,Active ,
003002,04,CIVIL,10/07/2024,26/10/2024,Disposed,-
001090,05,Crim,15/08/2024,02/11/2024,Disposed,79
001346,05,Fam,11/12/2024,21/07/2025,DISPOSED,222
001418,01,criminal,10/09/2024,29/12/2024,DISPOSED,110
001893,06,CIVIL,03/02/2026,,Active,
001006,09,CRIMINAL,19/03/2026,20/06/2026,DISPOSED,93
003059,03,criminal,31/10/2024,19/04/2026,disposed,535
001718,07, Civil,08/04/2026,13/07/2026,Disposed,96
002125,08,youth,29/05/2025,22/08/2025,DISPOSED,85
003688,05, Civil,08/07/2024,10/08/2024,disposed,33
002722,02,CIVIL,18/02/2025,08/09/2025,disposed,-
005133,08, Family,20/10/2024,05/07/2025,DISPOSED,258
001296,12,Youth,28/10/2024,31/01/2025,DISPOSED,95
002351,07,Family ,03/05/2025,21/09/2025,DISPOSED,141
002229,10,Youth ,22/03/2026,09/06/2026,Disposed,79
005199,09,family,16/12/2024,06/06/2025,disposed,172
003372,11,Criminal ,16/07/2025,,active,
003032,01,Fam,15/12/2025,04/06/2026,DISPOSED,171
004224,05,Family,10/07/2024,04/08/2025,Disposed,390
001551,05,Crim,01/02/2026,12/08/2026,Disposed,192
002925,07,Crim,14/04/2026,,ACTIVE,
003499,03,Civil,06/09/2025,12/05/2026,disposed,248
001628,10,FAMILY,10/10/2025,10/04/2026,DISPOSED,182
004143,11,Crim,22/10/2024,09/03/2025,Disposed,138
001663,12,FAMILY,11/02/2026,30/04/2026,DISPOSED,78
002458,07,Youth,21/03/2025,31/07/2025,Disposed,132
001328,09,Family Court,19/02/2026,,active,
002838,11,CIVIL,30/03/2026,,Active ,
003682,03,Family Court,31/01/2025,07/08/2026,disposed,553
002044,09,Criminal,23/04/2025,07/07/2025,Disposed,-
002761,01,Criminal ,27/06/2026,07/08/2026,Disposed,41
004926,02,CIVIL,15/02/2025,25/10/2025,Disposed,252
004725,09,CIVIL,03/04/2026,25/06/2026,DISPOSED,83
005065,03, Civil,21/04/2026,15/08/2026,disposed,116
001745,02,Youth ,02/05/2026,10/06/2026,Disposed,39
002950,09, Family,20/05/2025,,Active,
005096,09,civil,27/03/2026,28/08/2026,Disposed,154
004749,01,CRIMINAL,23/02/2026,20/03/2026,DISPOSED,25
001906,05,Criminal,19/02/2026,25/08/2026,Disposed,187
004275,09,civil,08/03/2025,16/08/2025,DISPOSED,161
005010,12,Civil,29/04/2026,12/07/2026,disposed,74
002976,02,CRIMINAL,03/06/2025,19/07/2025,Disposed,46
004700,07,criminal,23/07/2024,03/10/2024,Disposed,72
003135,01,FAMILY,30/10/2024,21/12/2024,disposed,52
003926,01,civil,27/05/2026,13/08/2026,DISPOSED,78
004262,11,Criminal ,24/12/2024,17/04/2025,disposed,84
003397,07,Family,06/03/2026,13/08/2026,Disposed,160
001446,01, Civil,28/11/2025,28/05/2026,disposed,181
004385,09,CIVIL,23/05/2026,21/08/2026,DISPOSED,90
002499,12,Family,22/10/2025,30/01/2026,DISPOSED,100
002908,12,Family Court,01/07/2025,14/04/2026,disposed,287
002397,07,Crim,28/05/2025,05/11/2025,disposed,161
005123,08,Civil,17/06/2025,10/08/2026,disposed,419
002417,07, Family,06/10/2024,10/04/2025,Disposed,186
003621,07,CIVIL,24/12/2025,22/06/2026,Disposed,  180  
002757,07,family,06/02/2025,,Active ,
002842,12,YOUTH,23/06/2025,02/10/2025,disposed,101
001105,09,Fam,26/01/2026,17/04/2026,DISPOSED,-
003838,06,YOUTH,11/12/2024,30/09/2025,disposed,293
004904,11,FAMILY,21/03/2026,,Active,
002216,11,civil,07/07/2024,24/12/2024,DISPOSED,170
004696,10,Crim,04/06/2026,25/08/2026,DISPOSED,82
005138,,family,18/06/2025,26/02/2026,DISPOSED,253
003831,07,civil,17/07/2025,19/09/2025,DISPOSED,64
002831,04,Criminal,24/06/2025,26/10/2025,Disposed,124
001184,02,family,06/10/2025,22/12/2025,Disposed,77
003559,02,Civil,10/02/2026,27/04/2026,Disposed,76
001699,03,CIVIL,16/08/2024,20/03/2025,DISPOSED,216
002551,Unknown, Family,17/06/2025,04/10/2025,disposed,109
004506,11,Civil,01/01/2025,23/10/2025,DISPOSED,295
001242,04,Family ,25/11/2024,07/07/2025,Disposed,224
005108,11,Family,15/02/2025,23/09/2025,disposed,220
004572,05,criminal,02/08/2024,02/05/2025,disposed,273
001387,01,Crim,01/04/2026,26/06/2026,disposed,86
001238,08,Youth ,24/02/2026,20/07/2026,disposed,146
003174,01,Crim,17/10/2025,08/11/2025,DISPOSED,22 
001533,01,Civil,11/07/2024,03/10/2024,disposed,84
002546,12,criminal,13/01/2025,15/02/2025,DISPOSED,33
004044,08,YOUTH,08/07/2025,15/08/2025,Disposed,38
002453,05,civil,08/10/2024,16/04/2025,Disposed,190
003087,08,Crim,14/03/2026,28/08/2026,DISPOSED, 167
001768,02,civil,14/08/2024,03/09/2024,Disposed,20
003800,02,civil,12/04/2026,07/06/2026,DISPOSED,56
003678,03,criminal,08/05/2026,,active,
003788,12, Civil,26/11/2025,,ACTIVE,
004528,03,Yth,23/03/2025,28/09/2025,DISPOSED,189
001820,03,Crim,12/04/2025,,Active,
004435,10, Family,09/07/2025,15/09/2025,disposed,68
001908,05,Crim,15/03/2025,09/09/2025,disposed,178
003474,10,Criminal,14/12/2024,17/04/2025,DISPOSED,124
001476,04,Criminal,25/11/2025,14/01/2026,disposed,50
004591,04,Youth ,27/02/2026,23/06/2026,disposed,116
001040,09,Youth,20/01/2026,22/02/2026,DISPOSED, 33
005019,02,CRIMINAL,27/10/2025,17/05/2026,DISPOSED,202
004425,06,criminal,23/03/2025,22/06/2025,DISPOSED,91
003296,12,youth,12/12/2025,08/07/2026,disposed,208
003185,02,Family,18/07/2025,05/01/2026,disposed,171
004609,10,Crim,26/07/2024,22/12/2024,DISPOSED,149
001709,01,YOUTH,10/12/2024,15/02/2025,DISPOSED,67
003047,12,criminal,23/10/2025,18/05/2026,disposed,207
004388,08,Criminal ,23/05/2026,,Active ,
003122,02,Crim,27/05/2026,,Active,
004880,03,Criminal ,25/05/2026,,ACTIVE,
002734,01,CIVIL,23/02/2026,01/08/2026,disposed,159
002009,12,Fam,18/08/2024,18/04/2025,disposed,243
004814,11,Criminal ,02/07/2024,22/08/2024,DISPOSED,51
004114,01,Criminal,26/03/2025,10/09/2025,disposed,168
005179,02,YOUTH,18/06/2026,,ACTIVE,
004898,01,criminal,22/07/2024,05/11/2024,Disposed,106
002611,06,Youth ,14/05/2026,05/07/2026,DISPOSED,52
004220,06,family,12/01/2025,24/04/2025,DISPOSED,102
004215,12,YOUTH,10/07/2024,01/02/2025,Disposed,206
003696,01,Criminal,10/06/2025,20/09/2025,Disposed,102
004524,06,Family,09/10/2024,28/01/2025,DISPOSED,111
005158,05,Yth,30/07/2024,23/09/2024,disposed,55
004032,05,criminal,30/12/2025,02/04/2026,disposed,93
003835,01,Family Court,02/10/2024,05/10/2025,Disposed,368 
002645,02,Criminal,22/02/2025,19/03/2025,Disposed,25
003805,04,YOUTH,11/11/2024,16/02/2025,disposed,97
005063,05,Youth,03/03/2026,07/06/2026,DISPOSED,96
003759,07, Family,07/10/2025,22/05/2026,DISPOSED,227
001517,08,criminal,23/10/2025,08/05/2026,Disposed,197
004327,14,criminal,14/05/2025,20/11/2025,DISPOSED,190
001084,01,FAMILY,16/08/2025,14/10/2025,DISPOSED,59
001597,08,Family Court,09/05/2026,,Active,
003498,07,Criminal ,14/05/2026,,active,
003125,08, Civil,05/02/2026,13/08/2026,DISPOSED,189
004581,06,Criminal ,15/03/2025,10/06/2025,Disposed,87
003638,06,civil,24/08/2024,26/07/2025,DISPOSED,336
002102,12,Crim,15/08/2024,13/10/2024,DISPOSED,59
004514,09,youth,24/09/2025,21/12/2025,Disposed,88
002624,10,Civil,28/02/2026,12/05/2026,Disposed,73
001187,06,Family,28/01/2025,21/05/2025,DISPOSED,113
002975,01,Youth ,28/04/2025,28/09/2025,disposed,153
003652,10,Family ,24/01/2026,17/07/2026,disposed,174
003710,06,Family,13/09/2024,,Active,
003872,11,CIVIL,13/06/2025,05/01/2026,disposed,206
003208,12,family,02/10/2024,10/03/2025,Disposed,159
001431,10,Fam,20/11/2025,15/03/2026,DISPOSED,-
001850,12,Crim,31/12/2024,17/10/2025,DISPOSED,290
002301,04,YOUTH,16/06/2026,,ACTIVE,
004043,06,Family ,21/05/2026,,Active ,
004729,03,CRIMINAL,12/08/2024,01/12/2024,DISPOSED,111
004285,08,Criminal,22/01/2026,,Active,
002390,07,CIVIL,20/01/2025,08/02/2026,Disposed,384
004250,02,Criminal ,29/04/2026,04/07/2026,Disposed,66
003837,09, Family,23/08/2025,11/05/2026,disposed,N/A
004930,08,Family Court,30/11/2024,12/08/2025,DISPOSED,255
002620,04,CIVIL,24/09/2025,22/11/2025,disposed,59
002452,03,Criminal,30/07/2024,03/11/2024,Disposed,96
001264,07,Fam,18/01/2026,,Active ,
001068,03, Family,10/05/2026,,Active,
004641,10,Civil,17/09/2025,01/12/2025,Disposed,75
003554,02,criminal,20/08/2025,07/02/2026,disposed,171
002176,01,youth,09/11/2025,08/01/2026,Disposed,60
004611,10,Criminal ,26/06/2026,,ACTIVE,
003884,07,CRIMINAL,11/02/2025,10/04/2025,disposed,N/A
002694,04,Family,05/10/2024,10/01/2025,disposed,97
002785,09,CIVIL,15/07/2024,21/03/2025,disposed,249
003143,09,criminal,09/10/2025,18/02/2026,Disposed,132
003277,08,Criminal ,05/09/2024,15/12/2024,disposed,101
002933,10,Family ,26/06/2025,02/10/2025,DISPOSED,98
002557,12,civil,17/07/2025,15/10/2025,DISPOSED,90
001995,07, Family,29/10/2025,12/07/2026,DISPOSED,256
002977,10,Family Court,29/07/2025,17/10/2025,Disposed,80
002327,11,Fam,25/09/2024,03/02/2025,Disposed,131
002548,03,Criminal,26/07/2024,30/12/2024,DISPOSED,157
002860,12,Crim,07/03/2025,08/07/2025,Disposed,123
004088,09, Civil,17/04/2025,29/11/2025,Disposed,226
003045,11,CRIMINAL,02/08/2025,08/02/2026,DISPOSED,190
002633,07,CIVIL,26/09/2024,05/11/2024,Disposed,40
002661,10,Yth,16/05/2026,,ACTIVE,
003233,02,Civil,09/11/2026,,Active ,
001692,10,Family ,05/07/2025,26/04/2026,Disposed,295
001218,12,Youth ,03/12/2025,30/03/2026,Disposed,117
004496,04,Criminal,06/05/2025,25/11/2025,DISPOSED,203
004341,03,Youth ,16/09/2025,12/12/2025,disposed,87
005140,02,Criminal ,09/01/2025,09/03/2025,disposed,59
004521,07,family,08/05/2026,,Active,
003318,03,Criminal,07/05/2026,,active,
003673,10,CRIMINAL,19/12/2025,11/03/2026,DISPOSED,82
001971,04,CRIMINAL,16/04/2025,29/05/2026,DISPOSED,408
002143,03,Yth,29/11/2024,19/01/2025,disposed,51
004617,01,Civil,24/11/2024,19/06/2025,disposed,207
003921,06,Youth ,18/11/2024,14/03/2025,DISPOSED,116
002314,03,Yth,10/12/2024,11/06/2025,Disposed,183
002958,12,Youth ,08/10/2025,30/11/2025,Disposed,53
002673,05,Yth,04/11/2024,,Active ,
002408,06,Criminal,14/02/2025,02/10/2025,Disposed,230
001655,04,Youth,04/08/2025,20/12/2025,disposed,138
001871,07,criminal,11/01/2026,11/02/2026,DISPOSED,31
004429,02,civil,26/06/2026,,Active,
001439,01,Youth,18/06/2025,,Active ,
003861,02,civil,22/03/2026,12/05/2026,Disposed,51
005154,08,Criminal,13/12/2024,05/06/2025,Disposed,174
001865,05,Criminal,17/02/2026,,Active,
003458,03,Youth,13/01/2026,26/03/2026,disposed,72
002532,04,CRIMINAL,11/07/2024,09/09/2024,Disposed,60
002096,04,FAMILY,17/10/2025,21/01/2026,disposed,96
002784,07, Civil,27/11/2025,10/05/2026,DISPOSED,164
004574,06,CIVIL,07/07/2025,06/12/2025,disposed,152 
003603,06,CIVIL,20/11/2024,08/07/2025,disposed,230
002119,04,CRIMINAL,23/09/2025,05/01/2026,DISPOSED,104
004787,04,CRIMINAL,27/02/2026,,Active,
001168,03,Criminal,27/02/2025,19/05/2025,Disposed,81
002173,03, Family,15/04/2025,24/01/2026,DISPOSED,284
003429,09,family,13/04/2026,06/07/2026,disposed,84
003613,05,civil,02/01/2026,,Active ,
001887,08,civil,06/08/2024,26/06/2025,Disposed,-
003709,10,Criminal,15/08/2024,19/10/2024,Disposed,65
003646,08,CRIMINAL,17/03/2025,29/07/2025,DISPOSED,134
004868,07,CIVIL,04/10/2025,05/03/2026,DISPOSED,152
001649,10,CRIMINAL,07/01/2026,22/06/2026,DISPOSED,166
002561,04,youth,20/04/2026,23/08/2026,DISPOSED,125
004837,04, Civil,15/09/2024,27/02/2025,disposed,165
004450,08,Family Court,13/12/2024,23/08/2025,Disposed,253
005198,06,Yth,20/04/2025,08/07/2025,Disposed,79
003220,07,Family ,10/12/2024,23/03/2025,Disposed,148
002064,06,CRIMINAL,12/11/2024,22/08/2025,DISPOSED,283
002953,07,criminal,03/10/2025,20/11/2025,DISPOSED,48
002027,08,Civil,03/01/2026,01/05/2026,disposed,118
001591,12,criminal,14/02/2025,21/06/2025,disposed,127
002915,08,Criminal,22/02/2025,,Active,
004289,01,civil,15/08/2024,16/01/2025,DISPOSED,154
003320,07,criminal,04/03/2026,31/08/2026,DISPOSED,180
